Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon
Batería,Instrumentos musicales,580700.0,31100.0,27/11/2020,Pedro Gomez,Barranquilla,5,Tarjeta de crédito,4,10.96854,-74.78132
Microondas,Electrodomésticos,793500.0,40400.0,21/07/2021,Blanca Ramirez,Pereira,3,Nequi,1,4.81333,-75.69611
Bicicleta,Deportes y diversión,593900.0,31800.0,02/03/2020,Juan Fernandez,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175
Bloques de construcción,Juguetes,25700.0,0.0,23/04/2021,Camila Rivera,Cúcuta,4,Tarjeta de crédito,3,7.89391,-72.50782
Ciencia de datos con Python,Libros,48500.0,7400.0,16/12/2020,Pedro Gomez,Bogotá,3,Nequi,1,4.60971,-74.08175
Olla de presión,Artículos para el hogar,69100.0,6100.0,29/01/2021,Felipe Santos,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175
Microondas,Electrodomésticos,484100.0,24000.0,10/09/2021,Santiago Silva,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Cubertería,Artículos para el hogar,32500.0,0.0,10/06/2022,Juan Fernandez,Medellín,2,Tarjeta de crédito,4,6.25184,-75.56359
Armario,Muebles,514300.0,27800.0,22/11/2021,Rafael Acosta,Medellín,1,Tarjeta de crédito,10,6.25184,-75.56359
Modelado predictivo,Libros,77900.0,2300.0,19/08/2020,Rafael Acosta,Medellín,4,Nequi,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,87600.0,5100.0,20/01/2022,Blanca Ramirez,Bogotá,4,Nequi,1,4.60971,-74.08175
Mochila,Deportes y diversión,112200.0,6400.0,28/01/2021,Mariana Herrera,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175
Microondas,Electrodomésticos,620000.0,31200.0,17/05/2021,Maria Alfonso,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175
Secadora de ropa,Electrodomésticos,680000.0,34400.0,28/02/2021,Beatriz Morales,Medellín,1,Tarjeta de crédito,5,6.25184,-75.56359
Cubertería,Artículos para el hogar,47100.0,2900.0,28/09/2020,Juan Fernandez,Bogotá,3,Tarjeta de crédito,8,4.60971,-74.08175
Lavavajillas,Electrodomésticos,1130800.0,60600.0,23/07/2022,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Iniciando en programación,Libros,53000.0,1000.0,10/09/2021,Pedro Gomez,Medellín,1,Tarjeta de crédito,3,6.25184,-75.56359
Cama king,Muebles,908600.0,49000.0,05/06/2022,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Balón de baloncesto,Deportes y diversión,30600.0,4000.0,30/10/2021,Ángel Rodriguez,Manizales,2,Tarjeta de crédito,5,5.06889,-75.51738
Silla de oficina,Muebles,276200.0,20600.0,21/06/2020,Felipe Santos,Cartagena,3,Tarjeta de crédito,10,10.39972,-75.51444
Set de vasos,Artículos para el hogar,28300.0,0.0,28/03/2022,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Lavavajillas,Electrodomésticos,1474800.0,78700.0,21/07/2021,Beatriz Morales,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Smart TV,Electrónicos,1806000.0,96600.0,30/11/2021,Blanca Ramirez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Set de vasos,Artículos para el hogar,24100.0,1800.0,10/09/2020,Juan Fernandez,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225
Batería,Instrumentos musicales,1074500.0,57900.0,26/04/2021,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,2621000.0,140200.0,05/09/2022,Maria Alfonso,Medellín,5,Tarjeta de crédito,6,6.25184,-75.56359
Balón de voleibol,Deportes y diversión,51000.0,900.0,27/09/2020,Camila Rivera,Bogotá,5,Cupón,1,4.60971,-74.08175
Balón de voleibol,Deportes y diversión,43900.0,7100.0,09/08/2022,Lucas Olivera,Bogotá,2,Tarjeta de crédito,10,4.60971,-74.08175
Balón de voleibol,Deportes y diversión,46600.0,2900.0,15/02/2022,Juliana Costa,Medellín,2,Cupón,1,6.25184,-75.56359
Lavavajillas,Electrodomésticos,1573400.0,84200.0,10/01/2023,Mariana Herrera,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Asistente virtual,Electrónicos,216700.0,9700.0,12/01/2022,Pedro Gomez,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359
Refrigerador,Electrodomésticos,2116100.0,112900.0,15/05/2021,Maria Alfonso,Bogotá,5,Cupón,1,4.60971,-74.08175
Mesa de noche,Muebles,317900.0,15100.0,23/03/2022,Beatriz Morales,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Balón de baloncesto,Deportes y diversión,45500.0,0.0,20/05/2021,Maria Alfonso,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175
Set de ollas,Artículos para el hogar,79700.0,4600.0,25/10/2022,Izabela de León,Pereira,1,Tarjeta de crédito,1,4.81333,-75.69611
Bloques de construcción,Juguetes,25500.0,0.0,24/04/2022,Rafael Acosta,Barranquilla,3,Tarjeta de crédito,6,10.96854,-74.78132
Guitarra acústica,Instrumentos musicales,220000.0,11900.0,19/08/2021,Beatriz Morales,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175
Guitarra acústica,Instrumentos musicales,312200.0,14800.0,24/01/2020,Beatriz Morales,Medellín,2,Tarjeta de crédito,4,6.25184,-75.56359
Balón de voleibol,Deportes y diversión,55200.0,1100.0,25/08/2022,Beatriz Morales,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Microondas,Electrodomésticos,744600.0,44400.0,08/03/2020,Blanca Ramirez,Medellín,5,Nequi,1,6.25184,-75.56359
Sillón,Muebles,250000.0,11500.0,26/01/2022,Juliana Costa,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Olla de presión,Artículos para el hogar,73600.0,2100.0,31/07/2022,Pedro Gomez,Medellín,4,Nequi,1,6.25184,-75.56359
Sofá reclinable,Muebles,643900.0,32500.0,15/05/2022,Blanca Ramirez,Bogotá,4,Nequi,1,4.60971,-74.08175
Refrigerador,Electrodomésticos,2499400.0,133800.0,18/08/2021,Juliana Costa,Pereira,5,Tarjeta de crédito,1,4.81333,-75.69611
Smart TV,Electrónicos,1414800.0,73500.0,13/11/2022,Juan Fernandez,Pereira,5,Nequi,1,4.81333,-75.69611
Secadora de ropa,Electrodomésticos,918700.0,49600.0,24/12/2020,Izabela de León,Barranquilla,5,Tarjeta de crédito,8,10.96854,-74.78132
Iphone 15,Electrónicos,1802000.0,94100.0,22/11/2020,Blanca Ramirez,Bogotá,5,Tarjeta de débito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,28300.0,7400.0,17/04/2020,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Cubertería,Artículos para el hogar,52100.0,1000.0,20/02/2023,Juan Fernandez,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444
Auriculares,Electrónicos,108700.0,4000.0,23/05/2022,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Balón de baloncesto,Deportes y diversión,69200.0,4100.0,17/11/2022,Pedro Gomez,Bogotá,3,Tarjeta de crédito,8,4.60971,-74.08175
Asistente virtual,Electrónicos,294100.0,13800.0,03/01/2021,Izabela de León,Cali,5,Tarjeta de crédito,6,3.43722,-76.5225
Guitarra acústica,Instrumentos musicales,277500.0,13000.0,03/06/2022,Camila Rivera,Pereira,1,Tarjeta de crédito,2,4.81333,-75.69611
Balón de baloncesto,Deportes y diversión,49900.0,800.0,17/01/2020,Izabela de León,Bogotá,5,Cupón,1,4.60971,-74.08175
Auriculares,Electrónicos,115700.0,13600.0,25/01/2023,Lucas Olivera,Barranquilla,4,Tarjeta de crédito,8,10.96854,-74.78132
Impresora,Electrónicos,369600.0,17900.0,10/05/2020,Juliana Costa,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175
Ciencia de datos con Python,Libros,41300.0,0.0,08/02/2022,Blanca Ramirez,Cali,4,Nequi,1,3.43722,-76.5225
Asistente virtual,Electrónicos,146700.0,6000.0,14/03/2022,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175
Sofá reclinable,Muebles,708300.0,38200.0,10/12/2020,Juliana Costa,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Microondas,Electrodomésticos,631300.0,31800.0,10/09/2020,Rafael Acosta,Cali,5,Nequi,1,3.43722,-76.5225
Cama king,Muebles,521500.0,26000.0,01/06/2021,Juan Fernandez,Bogotá,1,Nequi,1,4.60971,-74.08175
Sillón,Muebles,200900.0,8900.0,06/09/2021,Pedro Gomez,Bogotá,1,Nequi,1,4.60971,-74.08175
Balón de baloncesto,Deportes y diversión,72200.0,4900.0,26/05/2022,Beatriz Morales,Pasto,5,Tarjeta de crédito,2,1.21361,-77.28111
Estufa,Electrodomésticos,534600.0,28700.0,10/04/2021,Mariana Herrera,Leticia,5,Nequi,1,-4.21528,-69.94056
Auriculares,Electrónicos,137000.0,7800.0,21/02/2023,Pedro Gomez,Riohacha,5,Tarjeta de crédito,2,11.54444,-72.90722
Vaso térmico,Deportes y diversión,57800.0,5500.0,11/11/2022,Beatriz Morales,Bogotá,5,Tarjeta de crédito,9,4.60971,-74.08175
Lavadora de ropa,Electrodomésticos,1366800.0,71000.0,01/04/2021,Izabela de León,Riohacha,3,Tarjeta de crédito,5,11.54444,-72.90722
Secadora de ropa,Electrodomésticos,1027500.0,55400.0,15/02/2020,Felipe Santos,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Mesa de comedor,Muebles,317200.0,17100.0,29/01/2020,Camila Rivera,Barranquilla,1,Tarjeta de crédito,1,10.96854,-74.78132
Balón de baloncesto,Deportes y diversión,73300.0,4600.0,08/04/2022,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Asistente virtual,Electrónicos,206400.0,11700.0,12/07/2021,Maria Alfonso,Cali,5,Nequi,1,3.43722,-76.5225
Auriculares,Electrónicos,73200.0,8600.0,20/02/2022,Beatriz Morales,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Batería,Instrumentos musicales,675000.0,36300.0,08/01/2022,Maria Alfonso,Cali,2,Tarjeta de crédito,1,3.43722,-76.5225
Dashboards con Power BI,Libros,37300.0,0.0,21/09/2022,Lucas Olivera,Bogotá,5,Cupón,1,4.60971,-74.08175
Refrigerador,Electrodomésticos,1770100.0,99900.0,05/01/2021,Pedro Gomez,Pereira,5,Tarjeta de crédito,3,4.81333,-75.69611
Carrito de control remoto,Juguetes,85200.0,2700.0,12/09/2022,Pedro Gomez,Bogotá,5,Nequi,1,4.60971,-74.08175
Lavavajillas,Electrodomésticos,1540600.0,82200.0,10/03/2020,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Carrito de control remoto,Juguetes,87500.0,4900.0,10/12/2020,Mariana Herrera,Medellín,5,Nequi,1,6.25184,-75.56359
Cubo mágico 8x8,Juguetes,14100.0,0.0,26/08/2021,Ángel Rodriguez,Medellín,4,Nequi,1,6.25184,-75.56359
Cama king,Muebles,579900.0,36700.0,05/02/2023,Beatriz Morales,Cúcuta,4,Tarjeta de crédito,4,7.89391,-72.50782
Bicicleta,Deportes y diversión,627500.0,34100.0,01/01/2023,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Sofá reclinable,Muebles,610500.0,30700.0,20/02/2023,Rafael Acosta,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175
Set de ollas,Artículos para el hogar,101900.0,6100.0,28/12/2022,Santiago Silva,Bogotá,4,Tarjeta de crédito,7,4.60971,-74.08175
Mesa de comedor,Muebles,250100.0,13700.0,03/05/2020,Camila Rivera,Bogotá,3,Tarjeta de crédito,3,4.60971,-74.08175
Impresora,Electrónicos,292100.0,16000.0,22/05/2021,Santiago Silva,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Mesa de comedor,Muebles,214800.0,12500.0,09/03/2021,Blanca Ramirez,Cúcuta,5,Tarjeta de crédito,1,7.89391,-72.50782
Guitarra eléctrica,Instrumentos musicales,934500.0,50000.0,01/12/2022,Juliana Costa,Medellín,1,Nequi,1,6.25184,-75.56359
Set de vasos,Artículos para el hogar,44900.0,2600.0,09/03/2022,Juan Fernandez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175
Mochila,Deportes y diversión,82900.0,2600.0,02/08/2022,Maria Alfonso,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175
Sillón,Muebles,229200.0,12900.0,31/07/2020,Rafael Acosta,Medellín,5,Tarjeta de crédito,14,6.25184,-75.56359
Auriculares con micrófono,Electrónicos,49300.0,3000.0,16/12/2022,Mariana Herrera,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Mesa de comedor,Muebles,308800.0,23300.0,08/06/2020,Santiago Silva,Cali,1,Tarjeta de crédito,2,3.43722,-76.5225
Balón de voleibol,Deportes y diversión,48700.0,3000.0,14/07/2022,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175
Iphone 15,Electrónicos,2036500.0,106600.0,17/08/2021,Maria Alfonso,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359
Iniciando en programación,Libros,50700.0,900.0,14/03/2020,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Muñeca bebé,Juguetes,56000.0,1200.0,05/06/2020,Camila Rivera,Cali,5,Nequi,1,3.43722,-76.5225
Cama box,Muebles,632100.0,34100.0,30/04/2021,Blanca Ramirez,Bogotá,3,Tarjeta de crédito,2,4.60971,-74.08175
Auriculares,Electrónicos,51400.0,8600.0,23/07/2022,Izabela de León,Medellín,5,Cupón,1,6.25184,-75.56359
Mesa de noche,Muebles,261500.0,14100.0,26/02/2021,Maria Alfonso,Cali,1,Tarjeta de crédito,5,3.43722,-76.5225
Muñeca bebé,Juguetes,39400.0,4500.0,22/05/2021,Ángel Rodriguez,Medellín,4,Nequi,1,6.25184,-75.56359
Secadora de ropa,Electrodomésticos,1066200.0,55000.0,05/09/2021,Juliana Costa,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175
Refrigerador,Electrodomésticos,1893400.0,101200.0,05/10/2021,Rafael Acosta,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Balón de voleibol,Deportes y diversión,45800.0,4800.0,05/11/2020,Ángel Rodriguez,Pereira,5,Nequi,1,4.81333,-75.69611
Batería,Instrumentos musicales,1013100.0,52100.0,09/04/2021,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175
Bicicleta,Deportes y diversión,559700.0,28000.0,14/09/2022,Rafael Acosta,Barranquilla,5,Tarjeta de crédito,1,10.96854,-74.78132
Mesa de centro,Muebles,157500.0,6600.0,28/11/2022,Juliana Costa,Cúcuta,5,Tarjeta de crédito,3,7.89391,-72.50782
Iniciando en programación,Libros,51200.0,10600.0,29/01/2022,Rafael Acosta,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Batería,Instrumentos musicales,765900.0,39000.0,03/09/2022,Ángel Rodriguez,Bogotá,4,Nequi,1,4.60971,-74.08175
Sofá reclinable,Muebles,692500.0,35100.0,18/02/2021,Izabela de León,Armenia,1,Cupón,1,4.53389,-75.68111
Modelado predictivo,Libros,79500.0,2400.0,01/07/2022,Izabela de León,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175
Bicicleta,Deportes y diversión,437500.0,23500.0,11/09/2022,Pedro Gomez,Medellín,4,Tarjeta de crédito,3,6.25184,-75.56359
Cubo mágico 8x8,Juguetes,15400.0,8300.0,28/12/2021,Mariana Herrera,Cartagena,5,Nequi,1,10.39972,-75.51444
Ciencia de datos con Python,Libros,40900.0,0.0,27/12/2020,Beatriz Morales,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175
Microondas,Electrodomésticos,625400.0,31500.0,13/11/2022,Rafael Acosta,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359
Cama king,Muebles,773700.0,39400.0,08/04/2020,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,28600.0,2200.0,17/09/2022,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Sillón,Muebles,193300.0,10500.0,22/02/2023,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175
Dashboards con Power BI,Libros,37600.0,0.0,22/02/2020,Maria Alfonso,Medellín,4,Tarjeta de crédito,2,6.25184,-75.56359
Guitarra eléctrica,Instrumentos musicales,757500.0,42700.0,20/04/2020,Beatriz Morales,Cali,5,Cupón,1,3.43722,-76.5225
Batería,Instrumentos musicales,409500.0,29200.0,14/01/2022,Rafael Acosta,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225
Guitarra eléctrica,Instrumentos musicales,900800.0,48400.0,26/02/2022,Lucas Olivera,Bogotá,4,Cupón,1,4.60971,-74.08175
Secadora de ropa,Electrodomésticos,712500.0,38600.0,11/07/2020,Blanca Ramirez,Bogotá,3,Nequi,1,4.60971,-74.08175
Vaso térmico,Deportes y diversión,44200.0,0.0,29/08/2021,Rafael Acosta,Pereira,5,Cupón,1,4.81333,-75.69611
Tablet ABXY,Electrónicos,1330100.0,71200.0,12/02/2021,Izabela de León,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175
Smartwatch,Electrónicos,161000.0,6800.0,27/11/2021,Ángel Rodriguez,Bogotá,1,Tarjeta de crédito,5,4.60971,-74.08175
Secadora de ropa,Electrodomésticos,1209600.0,62600.0,03/05/2020,Juliana Costa,Bogotá,3,Nequi,1,4.60971,-74.08175
Juego de mesa,Juguetes,124300.0,4800.0,28/11/2022,Felipe Santos,Bucaramanga,1,Tarjeta de crédito,10,7.12539,-73.1198
Celular ABXY,Electrónicos,848200.0,45600.0,07/10/2022,Izabela de León,Cali,1,Tarjeta de crédito,1,3.43722,-76.5225
Smartwatch,Electrónicos,155600.0,6500.0,27/08/2021,Mariana Herrera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,66000.0,1700.0,25/07/2022,Rafael Acosta,Cali,5,Tarjeta de crédito,10,3.43722,-76.5225
Modelado predictivo,Libros,46900.0,4900.0,19/05/2020,Beatriz Morales,Bogotá,1,Tarjeta de crédito,3,4.60971,-74.08175
Ciencia de datos con Python,Libros,58700.0,3300.0,15/03/2023,Izabela de León,Medellín,5,Tarjeta de crédito,8,6.25184,-75.56359
Armario,Muebles,507900.0,27300.0,02/01/2023,Beatriz Morales,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Kit de bancas,Muebles,273400.0,14800.0,25/08/2022,Pedro Gomez,Bogotá,5,Nequi,1,4.60971,-74.08175
Celular ABXY,Electrónicos,1112300.0,57400.0,13/06/2020,Izabela de León,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175
Impresora,Electrónicos,303400.0,24900.0,18/12/2020,Izabela de León,Cúcuta,5,Tarjeta de crédito,3,7.89391,-72.50782
Sofá reclinable,Muebles,629800.0,31700.0,14/06/2021,Ángel Rodriguez,Bogotá,4,Tarjeta de crédito,8,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,2142500.0,114700.0,05/07/2020,Felipe Santos,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175
Refrigerador,Electrodomésticos,1702700.0,88900.0,22/01/2022,Santiago Silva,Bogotá,3,Nequi,1,4.60971,-74.08175
Batería,Instrumentos musicales,669200.0,36700.0,27/06/2021,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175
Lavavajillas,Electrodomésticos,1503100.0,80600.0,25/05/2020,Felipe Santos,Medellín,5,Tarjeta de crédito,7,6.25184,-75.56359
Dinosaurio Rex,Juguetes,15800.0,1500.0,13/11/2021,Ángel Rodriguez,Pereira,3,Tarjeta de crédito,4,4.81333,-75.69611
Tablet ABXY,Electrónicos,1255600.0,67500.0,28/09/2020,Juliana Costa,Riohacha,5,Nequi,1,11.54444,-72.90722
Ciencia de datos con Python,Libros,49400.0,3000.0,19/02/2023,Felipe Santos,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Impresora,Electrónicos,355600.0,17100.0,14/02/2021,Pedro Gomez,Cali,2,Nequi,1,3.43722,-76.5225
Vaso térmico,Deportes y diversión,54400.0,9700.0,15/09/2022,Beatriz Morales,Cali,4,Tarjeta de crédito,6,3.43722,-76.5225
Dinosaurio Rex,Juguetes,16200.0,3200.0,05/06/2022,Juliana Costa,Bogotá,1,Cupón,1,4.60971,-74.08175
Set de vasos,Artículos para el hogar,28500.0,0.0,18/01/2023,Ángel Rodriguez,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359
Estufa,Electrodomésticos,977900.0,53100.0,30/05/2022,Rafael Acosta,Bogotá,3,Tarjeta de crédito,3,4.60971,-74.08175
Mesa de centro,Muebles,174800.0,10000.0,20/02/2022,Ángel Rodriguez,Medellín,2,Nequi,1,6.25184,-75.56359
Lavavajillas,Electrodomésticos,1350300.0,72300.0,22/07/2020,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Microondas,Electrodomésticos,782300.0,39800.0,03/11/2021,Mariana Herrera,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Batería,Instrumentos musicales,848800.0,45600.0,12/04/2022,Izabela de León,Medellín,3,Nequi,1,6.25184,-75.56359
Cubo mágico 8x8,Juguetes,19000.0,0.0,11/02/2023,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Impresora,Electrónicos,334600.0,20200.0,09/07/2022,Mariana Herrera,Bogotá,3,Tarjeta de crédito,2,4.60971,-74.08175
Muñeca bebé,Juguetes,44300.0,2600.0,23/02/2021,Camila Rivera,Medellín,3,Tarjeta de crédito,8,6.25184,-75.56359
Dinosaurio Rex,Juguetes,15500.0,0.0,06/10/2021,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Mochila,Deportes y diversión,85900.0,2800.0,18/09/2020,Pedro Gomez,Cartagena,4,Tarjeta de crédito,4,10.39972,-75.51444
Smart TV,Electrónicos,1347300.0,74100.0,14/08/2021,Felipe Santos,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Iniciando en programación,Libros,64100.0,1600.0,15/01/2020,Felipe Santos,Pasto,3,Tarjeta de débito,1,1.21361,-77.28111
Dashboards con Power BI,Libros,44600.0,0.0,08/06/2020,Juliana Costa,Cartagena,4,Cupón,1,10.39972,-75.51444
Lavavajillas,Electrodomésticos,1375200.0,73400.0,03/11/2021,Mariana Herrera,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175
Auriculares,Electrónicos,113300.0,6400.0,20/11/2021,Santiago Silva,Bogotá,3,Tarjeta de crédito,4,4.60971,-74.08175
Guitarra eléctrica,Instrumentos musicales,753500.0,40300.0,10/09/2021,Juliana Costa,Medellín,4,Tarjeta de crédito,4,6.25184,-75.56359
Guitarra eléctrica,Instrumentos musicales,953800.0,51200.0,04/09/2022,Pedro Gomez,Barranquilla,5,Tarjeta de crédito,5,10.96854,-74.78132
Guitarra acústica,Instrumentos musicales,414000.0,22300.0,28/07/2021,Beatriz Morales,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,17300.0,0.0,18/05/2020,Camila Rivera,Bogotá,4,Tarjeta de crédito,7,4.60971,-74.08175
Guitarra eléctrica,Instrumentos musicales,743100.0,39800.0,18/10/2021,Izabela de León,Pereira,5,Cupón,1,4.81333,-75.69611
Asistente virtual,Electrónicos,153400.0,8400.0,21/03/2021,Izabela de León,Barranquilla,1,Cupón,1,10.96854,-74.78132
Sofá reclinable,Muebles,621200.0,31300.0,30/04/2022,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Tablet ABXY,Electrónicos,602400.0,36900.0,23/04/2020,Maria Alfonso,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,66600.0,1700.0,12/07/2022,Rafael Acosta,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Carrito de control remoto,Juguetes,63800.0,1600.0,08/08/2021,Camila Rivera,Cali,4,Nequi,1,3.43722,-76.5225
Carrito de control remoto,Juguetes,79500.0,2400.0,17/12/2020,Felipe Santos,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175
Celular ABXY,Electrónicos,708800.0,35900.0,03/01/2020,Lucas Olivera,Medellín,5,Nequi,1,6.25184,-75.56359
Microondas,Electrodomésticos,667900.0,33800.0,09/07/2020,Beatriz Morales,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175
Sillón,Muebles,285700.0,17600.0,29/09/2022,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Lavavajillas,Electrodomésticos,1337100.0,69400.0,18/05/2021,Rafael Acosta,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Kit de bancas,Muebles,278100.0,13000.0,04/11/2020,Lucas Olivera,Pereira,5,Nequi,1,4.81333,-75.69611
Refrigerador,Electrodomésticos,2106100.0,110300.0,18/11/2022,Juliana Costa,Bucaramanga,4,Tarjeta de crédito,1,7.12539,-73.1198
Balón de voleibol,Deportes y diversión,42900.0,0.0,12/04/2020,Blanca Ramirez,Pereira,5,Tarjeta de crédito,1,4.81333,-75.69611
Cama king,Muebles,885300.0,49500.0,15/04/2021,Santiago Silva,Medellín,1,Tarjeta de crédito,10,6.25184,-75.56359
Cama king,Muebles,758600.0,40600.0,04/05/2020,Blanca Ramirez,Bogotá,1,Nequi,1,4.60971,-74.08175
Cubertería,Artículos para el hogar,32200.0,6500.0,20/06/2022,Blanca Ramirez,Medellín,5,Tarjeta de crédito,7,6.25184,-75.56359
Cubo mágico 8x8,Juguetes,17100.0,0.0,26/09/2021,Mariana Herrera,Medellín,4,Tarjeta de crédito,3,6.25184,-75.56359
Carrito de control remoto,Juguetes,64500.0,3800.0,05/10/2020,Ángel Rodriguez,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225
Dinosaurio Rex,Juguetes,16600.0,0.0,28/04/2020,Ángel Rodriguez,Medellín,1,Tarjeta de débito,1,6.25184,-75.56359
Lavadora de ropa,Electrodomésticos,1516500.0,81300.0,20/03/2022,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Bloques de construcción,Juguetes,37400.0,2200.0,23/05/2021,Lucas Olivera,Bogotá,5,Cupón,1,4.60971,-74.08175
Cubo mágico 8x8,Juguetes,13400.0,1400.0,02/01/2021,Maria Alfonso,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175
Impresora,Electrónicos,318000.0,24100.0,17/12/2022,Felipe Santos,Medellín,4,Tarjeta de crédito,4,6.25184,-75.56359
Vaso térmico,Deportes y diversión,31000.0,2400.0,21/02/2023,Maria Alfonso,Medellín,3,Tarjeta de crédito,1,6.25184,-75.56359
Smartwatch,Electrónicos,132000.0,5200.0,12/08/2020,Rafael Acosta,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Armario,Muebles,481300.0,23800.0,06/02/2020,Pedro Gomez,Medellín,3,Tarjeta de crédito,2,6.25184,-75.56359
Muñeca bebé,Juguetes,41000.0,2400.0,20/09/2020,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Juego de mesa,Juguetes,251100.0,11600.0,14/09/2021,Camila Rivera,Bogotá,5,Nequi,1,4.60971,-74.08175
